Filename,TotalFrames,Rows,Columns
\Front\ZYGARDE_1.png,1,1,1
\Front\ZYGARDE_2.png,1,1,1
\FrontShiny\000.png,1,1,1
\FrontShiny\ABOMASNOW.png,81,9,9
\FrontShiny\ABOMASNOW_1.png,52,7,8
\FrontShiny\ABOMASNOW_female.png,81,9,9
\FrontShiny\ABRA.png,113,11,11
\FrontShiny\ABSOL.png,137,12,12
\FrontShiny\ABSOL_1.png,16,4,4
\FrontShiny\ACCELGOR.png,218,15,15
\FrontShiny\AEGISLASH.png,16,4,4
\FrontShiny\AEGISLASH_1.png,16,4,4
\FrontShiny\AERODACTYL.png,17,4,5
\FrontShiny\AERODACTYL_1.png,1,1,1
\FrontShiny\AGGRON.png,109,10,11
\FrontShiny\AGGRON_1.png,1,1,1
\FrontShiny\AIPOM.png,78,9,9
\FrontShiny\AIPOM_female.png,78,9,9
\FrontShiny\ALAKAZAM.png,105,10,11
\FrontShiny\ALAKAZAM_1.png,1,1,1
\FrontShiny\ALAKAZAM_female.png,105,10,11
\FrontShiny\ALOMOMOLA.png,117,11,11
\FrontShiny\ALTARIA.png,101,10,11
\FrontShiny\ALTARIA_1.png,1,1,1
\FrontShiny\AMAURA.png,1,1,1
\FrontShiny\AMBIPOM.png,191,14,14
\FrontShiny\AMBIPOM_female.png,191,14,14
\FrontShiny\AMOONGUSS.png,95,10,10
\FrontShiny\AMPHAROS.png,73,9,9
\FrontShiny\AMPHAROS_1.png,10,3,4
\FrontShiny\ANORITH.png,105,10,11
\FrontShiny\ARAQUANID.png,1,1,1
\FrontShiny\ARBOK.png,74,9,9
\FrontShiny\ARCANINE.png,71,8,9
\FrontShiny\ARCEUS.png,165,13,13
\FrontShiny\ARCEUS_1.png,84,9,10
\FrontShiny\ARCEUS_10.png,84,9,10
\FrontShiny\ARCEUS_11.png,84,9,10
\FrontShiny\ARCEUS_12.png,84,9,10
\FrontShiny\ARCEUS_13.png,84,9,10
\FrontShiny\ARCEUS_14.png,84,9,10
\FrontShiny\ARCEUS_15.png,84,9,10
\FrontShiny\ARCEUS_16.png,84,9,10
\FrontShiny\ARCEUS_17.png,84,9,10
\FrontShiny\ARCEUS_18.png,84,9,10
\FrontShiny\ARCEUS_2.png,84,9,10
\FrontShiny\ARCEUS_3.png,84,9,10
\FrontShiny\ARCEUS_4.png,84,9,10
\FrontShiny\ARCEUS_5.png,84,9,10
\FrontShiny\ARCEUS_6.png,84,9,10
\FrontShiny\ARCEUS_7.png,84,9,10
\FrontShiny\ARCEUS_8.png,84,9,10
\FrontShiny\ARCEUS_9.png,84,9,10
\FrontShiny\ARCHEN.png,127,11,12
\FrontShiny\ARCHEOPS.png,80,9,9
\FrontShiny\ARIADOS.png,37,6,7
\FrontShiny\ARMALDO.png,153,12,13
\FrontShiny\AROMATISSE.png,1,1,1
\FrontShiny\ARON.png,31,6,6
\FrontShiny\ARTICUNO.png,51,7,8
\FrontShiny\AUDINO.png,121,11,11
\FrontShiny\AUDINO_1.png,1,1,1
\FrontShiny\AURORUS.png,1,1,1
\FrontShiny\AVALUGG.png,1,1,1
\FrontShiny\AXEW.png,150,12,13
\FrontShiny\AZELF.png,263,16,17
\FrontShiny\AZUMARILL.png,145,12,13
\FrontShiny\AZURILL.png,92,10,10
\FrontShiny\BAGON.png,53,7,8
\FrontShiny\BALTOY.png,81,9,9
\FrontShiny\BANETTE.png,127,11,12
\FrontShiny\BANETTE_1.png,49,7,7
\FrontShiny\BARBARACLE.png,1,1,1
\FrontShiny\BARBOACH.png,143,12,12
\FrontShiny\BASCULIN.png,185,14,14
\FrontShiny\BASCULIN_1.png,185,14,14
\FrontShiny\BASTIODON.png,122,11,12
\FrontShiny\BAYLEEF.png,119,11,11
\FrontShiny\BEARTIC.png,224,15,15
\FrontShiny\BEAUTIFLY.png,154,12,13
\FrontShiny\BEAUTIFLY_female.png,154,12,13
\FrontShiny\BEEDRILL.png,60,8,8
\FrontShiny\BEEDRILL_1.png,1,1,1
\FrontShiny\BEHEEYEM.png,105,10,11
\FrontShiny\BELDUM.png,69,8,9
\FrontShiny\BELLOSSOM.png,107,10,11
\FrontShiny\BELLSPROUT.png,95,10,10
\FrontShiny\BERGMITE.png,1,1,1
\FrontShiny\BEWEAR.png,1,1,1
\FrontShiny\BIBAREL.png,161,13,13
\FrontShiny\BIBAREL_female.png,161,13,13
\FrontShiny\BIDOOF.png,103,10,11
\FrontShiny\BIDOOF_female.png,103,10,11
\FrontShiny\BINACLE.png,14,4,4
\FrontShiny\BISHARP.png,157,13,13
\FrontShiny\BLACEPHALON.png,1,1,1
\FrontShiny\BLASTOISE.png,244,16,16
\FrontShiny\BLASTOISE_1.png,1,1,1
\FrontShiny\BLAZIKEN.png,113,11,11
\FrontShiny\BLAZIKEN_1.png,1,1,1
\FrontShiny\BLAZIKEN_female.png,113,11,11
\FrontShiny\BLISSEY.png,96,10,10
\FrontShiny\BLITZLE.png,159,13,13
\FrontShiny\BOLDORE.png,117,11,11
\FrontShiny\BONSLY.png,155,12,13
\FrontShiny\BOUFFALANT.png,153,12,13
\FrontShiny\BOUNSWEET.png,1,1,1
\FrontShiny\BRAIXEN.png,1,1,1
\FrontShiny\BRAVIARY.png,41,6,7
\FrontShiny\BRELOOM.png,51,7,8
\FrontShiny\BRIONNE.png,1,1,1
\FrontShiny\BRONZONG.png,109,10,11
\FrontShiny\BRONZOR.png,125,11,12
\FrontShiny\BRUXISH.png,1,1,1
\FrontShiny\BUDEW.png,108,10,11
\FrontShiny\BUIZEL.png,119,11,11
\FrontShiny\BUIZEL_female.png,119,11,11
\FrontShiny\BULBASAUR.png,99,10,10
\FrontShiny\BUNEARY.png,183,14,14
\FrontShiny\BUNNELBY.png,1,1,1
\FrontShiny\BURMY.png,163,13,13
\FrontShiny\BURMY_1.png,163,13,13
\FrontShiny\BURMY_2.png,163,13,13
\FrontShiny\BUTTERFREE.png,89,9,10
\FrontShiny\BUTTERFREE_female.png,89,9,10
\FrontShiny\BUZZWOLE.png,1,1,1
\FrontShiny\CACNEA.png,94,10,10
\FrontShiny\CACTURNE.png,114,11,11
\FrontShiny\CACTURNE_female.png,114,11,11
\FrontShiny\CAMERUPT.png,106,10,11
\FrontShiny\CAMERUPT_1.png,1,1,1
\FrontShiny\CAMERUPT_female.png,106,10,11
\FrontShiny\CARBINK.png,1,1,1
\FrontShiny\CARNIVINE.png,115,11,11
\FrontShiny\CARRACOSTA.png,183,14,14
\FrontShiny\CARVANHA.png,131,11,12
\FrontShiny\CASCOON.png,93,10,10
\FrontShiny\CASTFORM.png,78,9,9
\FrontShiny\CASTFORM_1.png,102,10,11
\FrontShiny\CASTFORM_2.png,85,9,10
\FrontShiny\CASTFORM_3.png,85,9,10
\FrontShiny\CATERPIE.png,81,9,9
\FrontShiny\CELEBI.png,64,8,8
\FrontShiny\CELESTEELA.png,1,1,1
\FrontShiny\CHANDELURE.png,167,13,13
\FrontShiny\CHANSEY.png,116,11,11
\FrontShiny\CHARIZARD.png,143,12,12
\FrontShiny\CHARIZARD_1.png,1,1,1
\FrontShiny\CHARIZARD_2.png,1,1,1
\FrontShiny\CHARJABUG.png,1,1,1
\FrontShiny\CHARMANDER.png,107,10,11
\FrontShiny\CHARMELEON.png,89,9,10
\FrontShiny\CHATOT.png,160,13,13
\FrontShiny\CHERRIM.png,95,10,10
\FrontShiny\CHERRIM_1.png,79,9,9
\FrontShiny\CHERUBI.png,117,11,11
\FrontShiny\CHESNAUGHT.png,1,1,1
\FrontShiny\CHESPIN.png,1,1,1
\FrontShiny\CHIKORITA.png,51,7,8
\FrontShiny\CHIMCHAR.png,140,12,12
\FrontShiny\CHIMECHO.png,108,10,11
\FrontShiny\CHINCHOU.png,63,8,8
\FrontShiny\CHINGLING.png,163,13,13
\FrontShiny\CINCCINO.png,101,10,11
\FrontShiny\CLAMPERL.png,85,9,10
\FrontShiny\CLAUNCHER.png,1,1,1
\FrontShiny\CLAWITZER.png,1,1,1
\FrontShiny\CLAYDOL.png,101,10,11
\FrontShiny\CLEFABLE.png,102,10,11
\FrontShiny\CLEFAIRY.png,133,12,12
\FrontShiny\CLEFFA.png,62,8,8
\FrontShiny\CLOYSTER.png,101,10,11
\FrontShiny\COBALION.png,135,12,12
\FrontShiny\COFAGRIGUS.png,144,12,12
\FrontShiny\COMBEE.png,32,6,6
\FrontShiny\COMBEE_female.png,32,6,6
\FrontShiny\COMBUSKEN.png,125,11,12
\FrontShiny\COMBUSKEN_female.png,125,11,12
\FrontShiny\COMFEY.png,1,1,1
\FrontShiny\CONKELDURR.png,139,12,12
\FrontShiny\CORPHISH.png,153,12,13
\FrontShiny\CORSOLA.png,114,11,11
\FrontShiny\COSMOEM.png,1,1,1
\FrontShiny\COSMOG.png,1,1,1
\FrontShiny\COTTONEE.png,127,11,12
\FrontShiny\CRABOMINABLE.png,1,1,1
\FrontShiny\CRABRAWLER.png,1,1,1
\FrontShiny\CRADILY.png,132,11,12
\FrontShiny\CRANIDOS.png,125,11,12
\FrontShiny\CRAWDAUNT.png,99,10,10
\FrontShiny\CRESSELIA.png,191,14,14
\FrontShiny\CROAGUNK.png,155,12,13
\FrontShiny\CROAGUNK_female.png,155,12,13
\FrontShiny\CROBAT.png,95,10,10
\FrontShiny\CROCONAW.png,179,13,14
\FrontShiny\CRUSTLE.png,119,11,11
\FrontShiny\CRYOGONAL.png,143,12,12
\FrontShiny\CUBCHOO.png,185,14,14
\FrontShiny\CUBONE.png,157,13,13
\FrontShiny\CUTIEFLY.png,1,1,1
\FrontShiny\CYNDAQUIL.png,128,11,12
\FrontShiny\DARKRAI.png,143,12,12
\FrontShiny\DARMANITAN.png,144,12,12
\FrontShiny\DARMANITAN_1.png,133,12,12
\FrontShiny\DARTRIX.png,1,1,1
\FrontShiny\DARUMAKA.png,158,13,13
\FrontShiny\DECIDUEYE.png,1,1,1
\FrontShiny\DEDENNE.png,1,1,1
\FrontShiny\DEERLING.png,131,11,12
\FrontShiny\DEERLING_1.png,131,11,12
\FrontShiny\DEERLING_2.png,131,11,12
\FrontShiny\DEERLING_3.png,131,11,12
\FrontShiny\DEINO.png,126,11,12
\FrontShiny\DELCATTY.png,150,12,13
\FrontShiny\DELIBIRD.png,119,11,11
\FrontShiny\DELPHOX.png,1,1,1
\FrontShiny\DEOXYS.png,100,10,10
\FrontShiny\DEOXYS_1.png,160,13,13
\FrontShiny\DEOXYS_2.png,126,11,12
\FrontShiny\DEOXYS_3.png,169,13,13
\FrontShiny\DEWGONG.png,121,11,11
\FrontShiny\DEWOTT.png,101,10,11
\FrontShiny\DEWPIDER.png,1,1,1
\FrontShiny\DHELMISE.png,1,1,1
\FrontShiny\DIALGA.png,137,12,12
\FrontShiny\DIANCIE.png,1,1,1
\FrontShiny\DIANCIE_1.png,1,1,1
\FrontShiny\DIGGERSBY.png,1,1,1
\FrontShiny\DIGLETT.png,108,10,11
\FrontShiny\DIGLETT_1.png,1,1,1
\FrontShiny\DITTO.png,80,9,9
\FrontShiny\DODRIO.png,155,12,13
\FrontShiny\DODRIO_female.png,155,12,13
\FrontShiny\DODUO.png,189,14,14
\FrontShiny\DODUO_female.png,189,14,14
\FrontShiny\DONPHAN.png,127,11,12
\FrontShiny\DONPHAN_female.png,127,11,12
\FrontShiny\DOUBLADE.png,1,1,1
\FrontShiny\DRAGALGE.png,1,1,1
\FrontShiny\DRAGONAIR.png,127,11,12
\FrontShiny\DRAGONITE.png,102,10,11
\FrontShiny\DRAMPA.png,1,1,1
\FrontShiny\DRAPION.png,177,13,14
\FrontShiny\DRATINI.png,49,7,7
\FrontShiny\DRIFBLIM.png,71,8,9
\FrontShiny\DRIFLOON.png,127,11,12
\FrontShiny\DRILBUR.png,103,10,11
\FrontShiny\DROWZEE.png,153,12,13
\FrontShiny\DRUDDIGON.png,127,11,12
\FrontShiny\DUCKLETT.png,83,9,10
\FrontShiny\DUGTRIO.png,83,9,10
\FrontShiny\DUGTRIO_1.png,1,1,1
\FrontShiny\DUNSPARCE.png,95,10,10
\FrontShiny\DUOSION.png,159,13,13
\FrontShiny\DURANT.png,72,8,9
\FrontShiny\DUSCLOPS.png,116,11,11
\FrontShiny\DUSKNOIR.png,95,10,10
\FrontShiny\DUSKULL.png,84,9,10
\FrontShiny\DUSTOX.png,164,13,13
\FrontShiny\DUSTOX_female.png,164,13,13
\FrontShiny\DWEBBLE.png,81,9,9
\FrontShiny\EELEKTRIK.png,85,9,10
\FrontShiny\EELEKTROSS.png,126,11,12
\FrontShiny\EEVEE.png,125,11,12
\FrontShiny\EKANS.png,71,8,9
\FrontShiny\ELECTABUZZ.png,95,10,10
\FrontShiny\ELECTIVIRE.png,103,10,11
\FrontShiny\ELECTRIKE.png,83,9,10
\FrontShiny\ELECTRODE.png,49,7,7
\FrontShiny\ELEKID.png,95,10,10
\FrontShiny\ELGYEM.png,113,11,11
\FrontShiny\EMBOAR.png,165,13,13
\FrontShiny\EMOLGA.png,188,14,14
\FrontShiny\EMPOLEON.png,131,11,12
\FrontShiny\ENTEI.png,111,11,11
\FrontShiny\ESCAVALIER.png,238,15,16
\FrontShiny\ESPEON.png,150,12,13
\FrontShiny\ESPURR.png,1,1,1
\FrontShiny\EXCADRILL.png,167,13,13
\FrontShiny\EXEGGCUTE.png,53,7,8
\FrontShiny\EXEGGUTOR.png,89,9,10
\FrontShiny\EXEGGUTOR_1.png,1,1,1
\FrontShiny\EXPLOUD.png,117,11,11
\FrontShiny\FARFETCHD.png,65,8,9
\FrontShiny\FEAROW.png,21,5,5
\FrontShiny\FEEBAS.png,91,10,10
\FrontShiny\FENNEKIN.png,73,9,9
\FrontShiny\FERALIGATR.png,83,9,10
\FrontShiny\FERROSEED.png,163,13,13
\FrontShiny\FERROTHORN.png,131,11,12
\FrontShiny\FINNEON.png,173,13,14
\FrontShiny\FINNEON_female.png,173,13,14
\FrontShiny\FLAAFFY.png,111,11,11
\FrontShiny\FLABEBE.png,1,1,1
\FrontShiny\FLABEBE_1.png,1,1,1
\FrontShiny\FLABEBE_2.png,1,1,1
\FrontShiny\FLABEBE_3.png,1,1,1
\FrontShiny\FLABEBE_4.png,1,1,1
\FrontShiny\FLAREON.png,119,11,11
\FrontShiny\FLETCHINDER.png,1,1,1
\FrontShiny\FLETCHLING.png,58,8,8
\FrontShiny\FLOATZEL.png,168,13,13
\FrontShiny\FLOATZEL_female.png,168,13,13
\FrontShiny\FLOETTE.png,73,9,9
\FrontShiny\FLOETTE_1.png,1,1,1
\FrontShiny\FLOETTE_2.png,1,1,1
\FrontShiny\FLOETTE_3.png,1,1,1
\FrontShiny\FLOETTE_4.png,1,1,1
\FrontShiny\FLOETTE_5.png,1,1,1
\FrontShiny\FLORGES.png,59,8,8
\FrontShiny\FLORGES_1.png,1,1,1
\FrontShiny\FLORGES_2.png,1,1,1
\FrontShiny\FLORGES_3.png,1,1,1
\FrontShiny\FLORGES_4.png,1,1,1
\FrontShiny\FLYGON.png,125,11,12
\FrontShiny\FOMANTIS.png,1,1,1
\FrontShiny\FOONGUS.png,99,10,10
\FrontShiny\FORRETRESS.png,54,7,8
\FrontShiny\FRAXURE.png,106,10,11
\FrontShiny\FRILLISH.png,165,13,13
\FrontShiny\FRILLISH_female.png,165,13,13
\FrontShiny\FROAKIE.png,78,9,9
\FrontShiny\FROGADIER.png,1,1,1
\FrontShiny\FROSLASS.png,131,11,12
\FrontShiny\FURFROU.png,1,1,1
\FrontShiny\FURRET.png,111,11,11
\FrontShiny\GABITE.png,54,7,8
\FrontShiny\GABITE_female.png,54,7,8
\FrontShiny\GALLADE.png,132,11,12
\FrontShiny\GALLADE_1.png,1,1,1
\FrontShiny\GALVANTULA.png,143,12,12
\FrontShiny\GARBODOR.png,135,12,12
\FrontShiny\GARCHOMP.png,89,9,10
\FrontShiny\GARCHOMP_1.png,7,3,3
\FrontShiny\GARCHOMP_female.png,89,9,10
\FrontShiny\GARDEVOIR.png,243,16,16
\FrontShiny\GARDEVOIR_1.png,31,6,6
\FrontShiny\GASTLY.png,110,10,11
\FrontShiny\GASTRODON.png,109,10,11
\FrontShiny\GASTRODON_1.png,121,11,11
\FrontShiny\GENESECT.png,179,13,14
\FrontShiny\GENESECT_1.png,179,13,14
\FrontShiny\GENESECT_2.png,179,13,14
\FrontShiny\GENESECT_3.png,179,13,14
\FrontShiny\GENESECT_4.png,179,13,14
\FrontShiny\GENGAR.png,88,9,10
\FrontShiny\GENGAR_1.png,1,1,1
\FrontShiny\GEODUDE.png,103,10,11
\FrontShiny\GEODUDE_1.png,1,1,1
\FrontShiny\GIBLE.png,125,11,12
\FrontShiny\GIBLE_female.png,125,11,12
\FrontShiny\GIGALITH.png,197,14,15
\FrontShiny\GIRAFARIG.png,105,10,11
\FrontShiny\GIRAFARIG_female.png,105,10,11
\FrontShiny\GIRATINA.png,157,13,13
\FrontShiny\GIRATINA_1.png,26,5,6
\FrontShiny\GLACEON.png,171,13,14
\FrontShiny\GLALIE.png,99,10,10
\FrontShiny\GLALIE_1.png,1,1,1
\FrontShiny\GLAMEOW.png,124,11,12
\FrontShiny\GLIGAR.png,67,8,9
\FrontShiny\GLIGAR_female.png,67,8,9
\FrontShiny\GLISCOR.png,131,11,12
\FrontShiny\GLOOM.png,95,10,10
\FrontShiny\GLOOM_female.png,95,10,10
\FrontShiny\GOGOAT.png,1,1,1
\FrontShiny\GOLBAT.png,16,4,4
\FrontShiny\GOLBAT_female.png,16,4,4
\FrontShiny\GOLDEEN.png,114,11,11
\FrontShiny\GOLDEEN_female.png,114,11,11
\FrontShiny\GOLDUCK.png,76,9,9
\FrontShiny\GOLEM.png,91,10,10
\FrontShiny\GOLEM_1.png,1,1,1
\FrontShiny\GOLETT.png,81,9,9
\FrontShiny\GOLISOPOD.png,1,1,1
\FrontShiny\GOLURK.png,160,13,13
\FrontShiny\GOODRA.png,1,1,1
\FrontShiny\GOOMY.png,84,9,10
\FrontShiny\GOREBYSS.png,107,10,11
\FrontShiny\GOTHITA.png,139,12,12
\FrontShiny\GOTHITELLE.png,191,14,14
\FrontShiny\GOTHORITA.png,159,13,13
\FrontShiny\GOURGEIST.png,1,1,1
\FrontShiny\GOURGEIST_1.png,1,1,1
\FrontShiny\GOURGEIST_2.png,1,1,1
\FrontShiny\GOURGEIST_3.png,1,1,1
\FrontShiny\GRANBULL.png,125,11,12
\FrontShiny\GRAVELER.png,47,7,7
\FrontShiny\GRAVELER_1.png,1,1,1
\FrontShiny\GRENINJA.png,20,4,5
\FrontShiny\GRENINJA_1.png,1,1,1
\FrontShiny\GRIMER.png,116,11,11
\FrontShiny\GRIMER_1.png,1,1,1
\FrontShiny\GROTLE.png,113,11,11
\FrontShiny\GROUDON.png,99,10,10
\FrontShiny\GROUDON_1.png,1,1,1
\FrontShiny\GROVYLE.png,151,12,13
\FrontShiny\GROWLITHE.png,141,12,12
\FrontShiny\GRUBBIN.png,1,1,1
\FrontShiny\GRUMPIG.png,29,5,6
\FrontShiny\GULPIN.png,98,10,10
\FrontShiny\GULPIN_female.png,98,10,10
\FrontShiny\GUMSHOOS.png,1,1,1
\FrontShiny\GURDURR.png,143,12,12
\FrontShiny\GUZZLORD.png,1,1,1
\FrontShiny\GYARADOS.png,87,9,10
\FrontShiny\GYARADOS_1.png,1,1,1
\FrontShiny\GYARADOS_female.png,87,9,10
\FrontShiny\HAKAMOO.png,1,1,1
\FrontShiny\HAPPINY.png,56,7,8
\FrontShiny\HARIYAMA.png,135,12,12
\FrontShiny\HAUNTER.png,25,5,5
\FrontShiny\HAWLUCHA.png,1,1,1
\FrontShiny\HAXORUS.png,182,13,14
\FrontShiny\HEATMOR.png,96,10,10
\FrontShiny\HEATRAN.png,203,14,15
\FrontShiny\HELIOLISK.png,1,1,1
\FrontShiny\HELIOPTILE.png,1,1,1
\FrontShiny\HERACROSS.png,84,9,10
\FrontShiny\HERACROSS_1.png,1,1,1
\FrontShiny\HERACROSS_female.png,84,9,10
\FrontShiny\HERDIER.png,117,11,11
\FrontShiny\HIPPOPOTAS.png,188,14,14
\FrontShiny\HIPPOPOTAS_female.png,188,14,14
\FrontShiny\HIPPOWDON.png,91,10,10
\FrontShiny\HIPPOWDON_female.png,91,10,10
\FrontShiny\HITMONCHAN.png,81,9,9
\FrontShiny\HITMONLEE.png,112,11,11
\FrontShiny\HITMONTOP.png,129,11,12
\FrontShiny\HONCHKROW.png,85,9,10
\FrontShiny\HONEDGE.png,16,4,4
\FrontShiny\HOOH.png,83,9,10
\FrontShiny\HOOPA.png,1,1,1
\FrontShiny\HOOPA_1.png,1,1,1
\FrontShiny\HOOTHOOT.png,135,12,12
\FrontShiny\HOPPIP.png,79,9,9
\FrontShiny\HORSEA.png,80,9,9
\FrontShiny\HOUNDOOM.png,106,10,11
\FrontShiny\HOUNDOOM_1.png,1,1,1
\FrontShiny\HOUNDOOM_female.png,106,10,11
\FrontShiny\HOUNDOUR.png,119,11,11
\FrontShiny\HUNTAIL.png,113,11,11
\FrontShiny\HYDREIGON.png,75,9,9
\FrontShiny\HYPNO.png,125,11,12
\FrontShiny\HYPNO_female.png,125,11,12
\FrontShiny\IGGLYBUFF.png,161,13,13
\FrontShiny\ILLUMISE.png,45,7,7
\FrontShiny\INCINEROAR.png,1,1,1
\FrontShiny\INFERNAPE.png,133,12,12
\FrontShiny\INKAY.png,29,5,6
\FrontShiny\IVYSAUR.png,111,11,11
\FrontShiny\JANGMOO.png,1,1,1
\FrontShiny\JELLICENT.png,137,12,12
\FrontShiny\JELLICENT_female.png,137,12,12
\FrontShiny\JIGGLYPUFF.png,111,11,11
\FrontShiny\JIRACHI.png,146,12,13
\FrontShiny\JOLTEON.png,99,10,10
\FrontShiny\JOLTIK.png,63,8,8
\FrontShiny\JUMPLUFF.png,95,10,10
\FrontShiny\JYNX.png,107,10,11
\FrontShiny\KABUTO.png,67,8,9
\FrontShiny\KABUTOPS.png,47,7,7
\FrontShiny\KADABRA.png,119,11,11
\FrontShiny\KADABRA_female.png,119,11,11
\FrontShiny\KAKUNA.png,79,9,9
\FrontShiny\KANGASKHAN.png,253,16,16
\FrontShiny\KANGASKHAN_1.png,1,1,1
\FrontShiny\KARRABLAST.png,175,13,14
\FrontShiny\KARTANA.png,1,1,1
\FrontShiny\KECLEON.png,85,9,10
\FrontShiny\KELDEO.png,144,12,12
\FrontShiny\KELDEO_1.png,105,10,11
\FrontShiny\KINGDRA.png,54,7,8
\FrontShiny\KINGLER.png,97,10,10
\FrontShiny\KIRLIA.png,101,10,11
\FrontShiny\KLANG.png,171,13,14
\FrontShiny\KLEFKI.png,91,10,10
\FrontShiny\KLINK.png,107,10,11
\FrontShiny\KLINKLANG.png,171,13,14
\FrontShiny\KOFFING.png,87,9,10
\FrontShiny\KOMALA.png,1,1,1
\FrontShiny\KOMMOO.png,1,1,1
\FrontShiny\KRABBY.png,73,9,9
\FrontShiny\KRICKETOT.png,149,12,13
\FrontShiny\KRICKETOT_female.png,149,12,13
\FrontShiny\KRICKETUNE.png,101,10,11
\FrontShiny\KRICKETUNE_female.png,101,10,11
\FrontShiny\KROKOROK.png,118,11,11
\FrontShiny\KROOKODILE.png,104,10,11
\FrontShiny\KYOGRE.png,249,16,16
\FrontShiny\KYOGRE_1.png,1,1,1
\FrontShiny\KYUREM.png,113,11,11
\FrontShiny\KYUREM_1.png,357,19,19
\FrontShiny\KYUREM_2.png,172,13,14
\FrontShiny\LAIRON.png,115,11,11
\FrontShiny\LAMPENT.png,131,11,12
\FrontShiny\LANDORUS.png,191,14,14
\FrontShiny\LANDORUS_1.png,317,18,18
\FrontShiny\LANTURN.png,126,11,12
\FrontShiny\LAPRAS.png,65,8,9
\FrontShiny\LARVESTA.png,117,11,11
\FrontShiny\LARVITAR.png,86,9,10
\FrontShiny\LATIAS.png,107,10,11
\FrontShiny\LATIAS_1.png,1,1,1
\FrontShiny\LATIOS.png,76,9,9
\FrontShiny\LATIOS_1.png,1,1,1
\FrontShiny\LEAFEON.png,137,12,12
\FrontShiny\LEAVANNY.png,99,10,10
\FrontShiny\LEDIAN.png,40,6,7
\FrontShiny\LEDIAN_female.png,40,6,7
\FrontShiny\LEDYBA.png,97,10,10
\FrontShiny\LEDYBA_female.png,97,10,10
\FrontShiny\LICKILICKY.png,130,11,12
\FrontShiny\LICKITUNG.png,70,8,9
\FrontShiny\LIEPARD.png,117,11,11
\FrontShiny\LILEEP.png,141,12,12
\FrontShiny\LILLIGANT.png,120,11,11
\FrontShiny\LILLIPUP.png,127,11,12
\FrontShiny\LINOONE.png,114,11,11
\FrontShiny\LITLEO.png,1,1,1
\FrontShiny\LITTEN.png,1,1,1
\FrontShiny\LITWICK.png,155,12,13
\FrontShiny\LOMBRE.png,85,9,10
\FrontShiny\LOPUNNY.png,105,10,11
\FrontShiny\LOPUNNY_1.png,1,1,1
\FrontShiny\LOTAD.png,111,11,11
\FrontShiny\LOUDRED.png,114,11,11
\FrontShiny\LUCARIO.png,143,12,12
\FrontShiny\LUCARIO_1.png,72,8,9
\FrontShiny\LUDICOLO.png,76,9,9
\FrontShiny\LUDICOLO_female.png,76,9,9
\FrontShiny\LUGIA.png,120,11,11
\FrontShiny\LUMINEON.png,171,13,14
\FrontShiny\LUMINEON_female.png,171,13,14
\FrontShiny\LUNALA.png,1,1,1
\FrontShiny\LUNATONE.png,167,13,13
\FrontShiny\LURANTIS.png,1,1,1
\FrontShiny\LUVDISC.png,77,9,9
\FrontShiny\LUXIO.png,192,14,14
\FrontShiny\LUXIO_female.png,192,14,14
\FrontShiny\LUXRAY.png,171,13,14
\FrontShiny\LUXRAY_female.png,171,13,14
\FrontShiny\LYCANROC.png,1,1,1
\FrontShiny\LYCANROC_1.png,1,1,1
\FrontShiny\LYCANROC_2.png,1,1,1
\FrontShiny\MACHAMP.png,59,8,8
\FrontShiny\MACHOKE.png,98,10,10
\FrontShiny\MACHOP.png,149,12,13
\FrontShiny\MAGBY.png,67,8,9
\FrontShiny\MAGCARGO.png,63,8,8
\FrontShiny\MAGEARNA.png,1,1,1
\FrontShiny\MAGEARNA_1.png,1,1,1
\FrontShiny\MAGIKARP.png,120,11,11
\FrontShiny\MAGIKARP_female.png,120,11,11
\FrontShiny\MAGMAR.png,65,8,9
\FrontShiny\MAGMORTAR.png,160,13,13
\FrontShiny\MAGNEMITE.png,105,10,11
\FrontShiny\MAGNETON.png,143,12,12
\FrontShiny\MAGNEZONE.png,95,10,10
\FrontShiny\MAKUHITA.png,115,11,11
\FrontShiny\MALAMAR.png,12,3,4
\FrontShiny\MAMOSWINE.png,165,13,13
\FrontShiny\MAMOSWINE_female.png,165,13,13
\FrontShiny\MANAPHY.png,119,11,11
\FrontShiny\MANDIBUZZ.png,141,12,12
\FrontShiny\MANECTRIC.png,77,9,9
\FrontShiny\MANECTRIC_1.png,1,1,1
\FrontShiny\MANKEY.png,120,11,11
\FrontShiny\MANTINE.png,167,13,13
\FrontShiny\MANTYKE.png,96,10,10
\FrontShiny\MARACTUS.png,144,12,12
\FrontShiny\MAREANIE.png,1,1,1
\FrontShiny\MAREEP.png,97,10,10
\FrontShiny\MARILL.png,135,12,12
\FrontShiny\MAROWAK.png,136,12,12
\FrontShiny\MAROWAK_1.png,1,1,1
\FrontShiny\MARSHADOW.png,1,1,1
\FrontShiny\MARSHTOMP.png,122,11,12
\FrontShiny\MASQUERAIN.png,171,13,14
\FrontShiny\MAWILE.png,155,12,13
\FrontShiny\MAWILE_1.png,16,4,4
\FrontShiny\MEDICHAM.png,89,9,10
\FrontShiny\MEDICHAM_1.png,1,1,1
\FrontShiny\MEDICHAM_female.png,89,9,10
\FrontShiny\MEDITITE.png,287,17,17
\FrontShiny\MEDITITE_female.png,287,17,17
\FrontShiny\MEGANIUM.png,91,10,10
